Screen Name, Description, User ID, Followers Count 
topiclyiot, "AI and ML to bring you the best IoT content", 763040308493815810, 687 
Fa_Harra, "CEO of iVision Digital, Producer and Artist For booking email us at iVisionDigital2010@gmail.com or call at (901) 492-1iVD(1483) #AWLDAY #FFV #SonOfAAG #iVDFAM", 874040042, 26305 
Armor_Anmol777d, "", 776377596456022016, 166 
Marketer_asia, "https://t.co/E4GYnDHWoW is Online Reputation Management  #ORM agency in #India . We make better digital presence .", 4913118192, 66 
EwaMFabian, "prawniczka (attorney) - mój kodeks etyki: https://t.co/GBzgtOVScL", 3378585803, 696 
knightsmmedia, "#Dad | #FunLover | #Coffee | #Website | #Marketing #SocialMedia | info@knightsmultimedia.co.za", 297854221, 4233 
mymilonda, "Milonda has been designed to give small businesses easier access to the powerful advertising tools offered by social media", 767994331689000960, 106 
bond_javier, "Es mejor no abrir la boca y parecer estúpido, que abrir la boca y disipar las dudas... Abraham Lincoln", 970605176, 304 
LawsonAuthor, "", 4723710269, 3962 
TheUltraElit, "#BitCoin #collector, #BitcoinFaucetHunter - top paying faucets and #Referral #Cashback for #active referrals #Blockchain #Satoshi #FreeBitcoin #FreeMoney", 768338387946176512, 167 
tauanycattan, "Journalism and social media | Ouvindo pela @listening_ag, causando na @AgenciaGume e indo pelo olhar do @observadores_br | Do to learn.", 4885071053, 105 
YoLeLeLi, "Commercial Manager for Digital Touchpoints / Partner Apps @DeutscheTelekom. #AppMarketing, #ASO, #app & #tech news, #MegaDeal, #TopApps, #iOS,#aOS, #NBA.. MTAMO", 15278481, 132 
GreatScotGary, "International (delusional) racaunteur of (t)wit. Go Your Own Way, Do Your Own Thing. Aye Ya'll !!!™BlahBlahEtcEtc.SameOld,SameOld.", 2409252535, 710 
kimonothemes, "Premium WordPress themes", 367666232, 1335 
kimedison, "desire to escape or find an immediate solution. ✂️✏️ #visualartist #contentmarketing #fashiondesigner", 81072780, 575 
designer_i101, "Good Catch #phil #redribbons #gaymen #hiv #reality #undetectable  graphic artist", 1220625108, 438 
Zaak_IT, "A Website Development and Digital Marketing company! #WebsiteDevelopment #DigitalMarketing #SEO #SocialMedia", 3991944733, 1061 
TheRealGrimmie5, "Interested in Music, Movies , Gaming Programming, Robotics, Networking,  Gadgets etc.", 741936189121269760, 184 
GTAT8OO, "@Socialfave's #CEO: #Top 10 #Twitter #Tools Best #Scheduler existing. #Forbes & #Brittany's #Ambassador
#SMM & #Tech expert. #EAV #EAVLeader - #Brest, #Bretagne", 776370458862256128, 137 
BrianBernardoni, "Chicago Politics Public Policy Halloween Svengoolie, Wrigley Cubs. MY PERSONAL VIEWS ONLY", 16932845, 3044 
ArtofSaraHolt, "All about family, friends, and #spraypaint #art. #LOVE #LIFE #ART #HAPPY I love the #80s", 3818273719, 1301 
geandsedufi1986, "take my hand, take me away", 4875611116, 98 
nikomcphee, "Downhill,XC Mountain biker, who says the JOURNEY has to end once you've reached your DESTINATION…?", 2515278951, 384 
CinderellaHamwi, "published authors announcements", 761214456110219264, 197 
BovarysComplnt, "Twitter 4 my blog https://t.co/l2ithVwmT7. Opposite of Madame Bovary: BlkWm Life lessons & trying to live life w/few complaints. Enjoy my ride!", 701566043374940161, 606 
Jessica27938475, "Sports NBA College Football Music Lifestyle Food & Drink", 773761889625075712, 99 
WeMakeYours, "", 772793590372261888, 48 
TheSEOVisual, "Local SEO, Web Marketing And SEO Infographics.", 768630985231593476, 110 
SymRob, "|  Academic  D.C.S.   |   DigitalGeek™ |    Quadcopter Drone Pro | The SymLab™  |", 267178557, 1699 
Ferris2675p, "I never check out messages on Twitter, so you should contact me on Snapchat nick:  girlalone9x if you would like to chitchat as well as share pics.", 775530352811003904, 2 
KoranaART, "Freelance Graphic Designer/Illustrator
Instagram: https://t.co/n0JXOxnXik", 3049567343, 1031 
05tARbIHSjpkTc3, "תהנה מכל רגע בחיים יום שעובר לא חוזר לעולם ..!", 711457656372916224, 324 
vdiecglobal, "The Vishal Dixit International Education Center(Vdiec) is the best overseas consultancy in Central India .", 3602926818, 1058 
Baniel_Dryant, "", 767585737227329536, 1778 
Design_by_RAW, "We are a team of designers who are inspired by perfect geometric shapes.", 774257577341415424, 87 
DrunkNC0nfused, "I can't drown my demons, they know how to swim.

Alba Gu Bràth", 2958157228, 1521 
seo_harrogate, "Expert #SEO company for local #Harrogate businesses wanting more online sales. Get in touch today for a FREE website audit on 01226 720 756.", 744849039917748224, 28 
Escorpin13, "Para cambiar el mundo, es necesario hacer el bien a quien no puede darnos nada a cambio
-Papa Francisco-", 4295823742, 538 
puertascabma, "Si es CABMA es de #Seguridad. Alta tecnología en fabricación de #PuertasAcorazadas", 700639648905691136, 784 
natemarxmagic, "Author at http://t.co/bYkM2b5NhO | Online Professional | Online Marketing Consultant | Internet Marketer | Digital Entrepreneur | Magician", 155240173, 2835 
mantoo_baba, "जिला अध्यक्ष समाजवादी छात्र सभा


Kushingar up", 776345291213668352, 49 
PIadamlewis, "43, Single, VERY Intelligent, good-looking, and Creative. I am savvy, Experienced and resourceful. A music Producer and writer. Big A-L Productions", 23172518, 2595 
beforeiloves, "", 759644536322740226, 6328 
nardasph, "Narda's is a 44-year-old, multi-awarded Philippine company known for handwoven arts and crafts.

Order online (includes FREE shipping within the Philippines).", 742995980015022080, 560 
GokulFH, "#Entrepreneurship  #Reading #GrowthHacking", 73844439, 1182 
PlusAmerica, "Marketing and strategic communications. Marketers, Ready to win in Latin America? We Are. Tweet in ENG & SP. Business,Tourism, Travel, Airlines, Destinations...", 967400714, 784 
girlslovedream, "I love to discuss everything girls, girl talk, dress up, girl games, and fun", 482315325, 1055 
_afternoonify, "Shine a light on Paid Search", 4201429078, 349 
OpalKDante, "Author of #TheGameOfSexes. I'm offering you a cheap ticket to sail with me on the VERTIGO, together with Evie, Sebastian and the hermaphrodite Captain Sirocco", 709314132760080384, 6805 
C_r_i_s_21d, "Writing here and there. For others too.", 1455371492, 325 
Move37Consult, "Independent Information Technology Consultants", 721096581978525696, 340 
cloudsocketeu, "", 3235868597, 169 
stemcellvet, "Treat dog arthritis with adipose derived stem cell therapy for your pets. https://t.co/09esMUY0qY", 1725767028, 6706 
MaliAndJoe, "Lovers, authors, relationship coaches ♥ Love, Sex & You videos: https://t.co/0ShbObV4M2 ♥ Free chapters: The Soulmate Experience http://t.co/R5XFeWe29L", 78460302, 98924 
EllenBard, "Psychologist & writer of tips to help you shine a little brighter in life & work. Paranormal romance author/Digital Nomad/coffee&productivity fan/Yogi/bookworm", 2676782462, 2135 
papcyrii, "stop thinking and start acting. E commerce, SAP ERP, Tax and Law, the digital economy is the future let's talk", 248355437, 14 
grobtwi63234711, "#تابعني_أتابعك @hessaalmazyed @osmanalmazyed @NourhAlhugail @nourhh2014 @yazeed_911 @d3ohmanalgalb @qrnas_ohsh", 759913686328762368, 3644 
12earnmoney, "Start building a real permanent passive income today . Let me tell you my real story and help you change your life.", 3393640936, 2140 
yazeed_911, "اللهم ارفع عني البلاء والابتلاء اللهم قني شرالقضاء فقد ضاق بي الفضاء وارهقني العناء فصير الصبر فانت الرجاء والكريم المعطاء ..... اللهم اااااااااااامين", 512623020, 18438 
NickyNovelist, "Romance Writer. Poet. Mum and wife. Passionate about raising awareness of Neurofibromatosis. I love writing, reading, socialising, romantic comedies - sigh!", 1435129662, 8441 
johnmorris543, "Technology Geek. Love to read and share useful news.", 753536021443207168, 13 
reviewyca, "Currently #Top50Reviewer on Amazon.ca. I try to inject some humour into my reviews, and still give the info you need to make an informed purchase! IG:reviewyca", 770261838617542656, 80 
Domhwj, "23| Major in Chemical Industry | New account | English learner", 4613452896, 173 
JulienSlrd, "Marketing Assistant @Oracle_France @MktgCloud_FR #Digital #Marketing #SocialMedia #Web #Cloud #Oracle Opinions are my own.", 1924540176, 511 
zeustechgames, "Official Account of Zeus Technocrats,

Android/ iPhone Mobile apps, games and Web development  Company

#unity3d #android #iphone #ipad #appdev #gamedev", 750552728728965120, 399 
_Madame_Posh, "Patisserie & Home Emporium.This is our main account.Also @madameposhwindsor Share your photos using #madameposh", 2939346963, 2469 
illustrationsb1, "Artist/Illustrator&Graphic Designer.Lover of writing and poetry.A creative soul truly.Working and doing my dream without limits. My Creative Creation for You", 3326444234, 998 
EncourageLifeSA, "We inspire the flame within because there are no humans without life neither is there flesh without fire.", 775218755412590592, 140 
taxerase55, "", 774577281620594688, 963 
InfluencerElena, "#Marketing #Influencer #PassionLover #Fashion #TwitterFan", 735745813205241857, 347 
honethezone, "Loving life, my wife & family.  Empowering mind & body for a healthy lifestyle.  Occasional ultra endurance walker who is partial to travelling and good coffee.", 2193763225, 307 
BatraAnup, "Digital Industry Leader | Digital Marketing Evangelist | Futurist | Keynote Speaker | Group Chairman of @ArrowDigitalAU", 760654748508749824, 147 
Glahin93035669, "", 4309517777, 15432 
alicemarievioln, "Alice Marie - Singer/ Songwriter ...Intense vocals...wild improvisations on electric violin...a crazy cabaret of the utmost razzmatazz. Sass and Class.", 701818048823558145, 466 
AmMoshe, "Second Hand Items  #Buy #Sell #Used #new #Vintage #Art #Secondhand  Please check out my store", 1834424946, 3322 
ljdhoff, "★#BB18 Big Brother Live Tweets★100% #F4F ✈#相互フォロー ★🎀#DWTS ¸.•ღ¸¸.•*¨*#ExOnTheBeach ✮•.¸✰♡#MGWV #TeamFREE", 21282179, 91571 
mikesnoc1, "Struggling in your MLM? I'll show you how to make a living were recruiting is an option! https://t.co/EpqYfq6nuz", 4705204333, 3622 
NOA_TomQuigley, "The NOA is the leading association serving both the outsourcing professional and the global outsourcing industry. Also Follow @TheNOA, @KerryHallard", 705377376461520897, 135 
urbanairship, "Urban Airship helps companies build high-value relationships through mobile apps, mobile wallets & user-centric insights that power actions across channels.", 18616021, 11810 
toddlenow, "WE PAY. YOU STAY FIT.", 4469374223, 254 
_gastre, "#SEO, #webmaster, #marketing digital, #growthHacking, #blogging...
Entusiasta del mundo web y todo lo que tiene que ver con el.", 56632729, 840 
HalloSunnyMama, "Blogger uit Amsterdam  - Living the Champagne lifestyle on a lemonade Budget.", 3056447139, 2472 
PatDryer, "Husband, Golfer, Upland Gamer, Grandfather (too much fun!) Loving life as a home business owner!", 758337962455150593, 1080 
suzannesfarmer, "", 757478271856570368, 200 
techforfunded, "We are specialized in #offshore #outsourcing services for early stage startups.", 730742854159491072, 460 
AaronGritsch, "Novelist, collector of video games and lover of the supernatural.  Have written two horror/supernatural novels.", 832422451, 10795 
rbnewark, "Catholic, Husband, Father ,Teacher, Prolife Dem, All out anti-Trump all the time. Can't let up.Join me in this fight for  the soul of America", 129111057, 606 
KKapyasyo, "", 754220308568104960, 41 
iamtswelelo, "futurism | digital media | gamer | photography | art | positive thoughts | tech ninja | content editor@gabzfmnews  Following/RTs does not equal endorsement.", 228723842, 2294 
sarmizege, "Viajero,por el mundo,hoy catalan de adopcion,nacido en Transilvania,defensor de la razon,digno descendente de los tracogetodacios ,mirando el entorno....", 536614619, 844 
homegardenlist, "Add your home/garden website to our well established directory - a trustworthy testimonial about your business. https://t.co/75U87IxjT6", 67568298, 51937 
blonde_traveler, "Writer & traveler by trade & passion, founder of @ArchipelagoComm. Currently writing a travel fiction novel: https://t.co/sZKQAG7vK4", 88103272, 2894 
sauravkrnayak, "Hey, am Saurav - a full time blogger and the newly appointed moderator at https://t.co/eMOYC2Ebih", 742561724050464769, 745 
gelied, "Content Marketing Manager", 2669934847, 30 
secrets_2succes, "How to create a successful online business from scratch https://t.co/r3KbyBPVbn", 3419060666, 23523 
johnsbohan69, "Interested in App Development | SEO | Development | Google AdWords | PPC | Backup | Storage | Mobile | Social", 753132357947760640, 152 
DeisgnsByScott, "Hello! I am an graphic designer who is currently an artist with Design By Humans and going to school at EFSC.", 775203672246530048, 9 
ColbourneKip, "Southern California #MAKEAMERICAGREATAGAIN", 2361358164, 1190 
TerresaHelm, "I have an everyday religion that works for me. Love yourself first, and everything else falls into line.", 3421114973, 2007 
myshapers, "MyShapers online #nutrition, #activity, #weight management & habit development for #kids & #parents! #mhealth #ehealth #digitalhealth #healthcare #kidshealth", 2384326501, 20236 
tamarae63361797, "defiendo a los animales en peligro de extinción
sólo uso instagram y Twitter 
antropóloga forense ,escritora ,novelista de ficción y novelas negras", 728352806223130624, 516 
Walsha89, "Friendly TV fan. Twitter junkie. Coffee advocate. Unapologetic marketing and sports geek.", 522655598, 670 
Cledisan, "SANDRA CANALES R .- Ex-Seleccionada Nacional de Básquetbol Comunicadora Audiovisual Poeta Terapeuta (Acupuntura Biomagnetismo Reiki Masoterapias)", 242760852, 12710 
IDzeroNo, "◆ ImNOTarapper  ◆ Real Talk ◆  @SEC  ◆ Enigma ◆ BoCrew  ◆ Happiness & The Group", 417018193, 80975 
lug_nut_2016, "🏁 TFBJP 🏁 Race Team of Southern California 🏁", 730126494811361280, 1823 
thestillwell, "", 3225722356, 24 
Mindful_am, "Mindful.am Your calendar, reimagined. https://t.co/m2peKZLMce
Tweeting about #productivity #mindfulness #timemanagement", 769829362707292160, 19 
RAS_IONBIRD, "", 3123328383, 3516 
boo_radley_, "UGA Alumna. GSU alumna. AmeriCorps Alum. MPH. Amazon. Lowkey Nigerian. Zone 6 Polar Bear.", 165270323, 561 
SnapSocial, "Online marketing agency that helps grow business through Search, ecomm web design & social media. Crash Course to SEO: https://t.co/MXB3OfrQAj", 228847896, 19871 
